file_name,id,sentence,ann1_emotion,ann2_emotion
the_miser_in_the_bush.emmood,23:23,"What have I done to deserve this?""",F:Sa,S:S
the_miser_in_the_bush.emmood,24:24,"""Thou hast shaved many a poor soul close enough,"" said the other; ""thou art only meeting thy reward"": so he played up another tune.",A:A,F:A
the_miser_in_the_bush.emmood,25:25,"Then the miser began to beg and promise, and offered money for his liberty; but he did not come up to the musician""s price for some time, and he danced him along brisker and brisker, and the miser bid higher and higher, till at last he offered a round hundred of florins that he had in his purse, and had just gained by cheating some poor fellow.",F:Sa,F:S
the_miser_in_the_bush.emmood,26:26,"When the countryman saw so much money, he said, ""I will agree to your proposal.""",Su+:N,F:S
the_miser_in_the_bush.emmood,27:27,"So he took the purse, put up his fiddle, and travelled on very pleased with his bargain.",H:H,H:H
the_miser_in_the_bush.emmood,28:28,"Meanwhile the miser crept out of the bush half-naked and in a piteous plight, and began to ponder how he should take his revenge, and serve his late companion some trick.",A:A,A:A
the_miser_in_the_bush.emmood,29:29,"At last he went to the judge, and complained that a rascal had robbed him of his money, and beaten him into the bargain; and that the fellow who did it carried a bow at his back and a fiddle hung round his neck.",A:A,A:A
the_miser_in_the_bush.emmood,30:30,Then the judge sent out his officers to bring up the accused wherever they should find him; and he was soon caught and brought up to be tried.,Su-:N,A:A
the_miser_in_the_bush.emmood,31:31,"The miser began to tell his tale, and said he had been robbed of his money.",A:N,A:A
the_miser_in_the_bush.emmood,32:32,"""No, you gave it me for playing a tune to you."" said the countryman; but the judge told him that was not likely, and cut the matter short by ordering him off to the gallows.",A:A,A:A
the_miser_in_the_bush.emmood,33:33,"So away he was taken; but as he stood on the steps he said, ""My Lord Judge, grant me one last request.""",F:N,F:S
the_miser_in_the_bush.emmood,34:34,"""Anything but thy life,"" replied the other.",A:N,F:S
the_miser_in_the_bush.emmood,35:35,"""No,"" said he, ""I do not ask my life; only to let me play upon my fiddle for the last time.""",F:N,F:S
the_miser_in_the_bush.emmood,36:36,"The miser cried out, ""Oh, no! no! for heaven""s sake don""t listen to him! don""t listen to him!""",A:F,F:F
the_miser_in_the_bush.emmood,37:37,"But the judge said, ""It is only this once, he will soon have done.""",A:N,F:N
the_miser_in_the_bush.emmood,38:38,"The fact was, he could not refuse the request, on account of the dwarf""s third gift.",A:N,F:N
the_miser_in_the_bush.emmood,39:39,"Then the miser said, ""Bind me fast, bind me fast, for pity""s sake.""",F:F,F:F
the_miser_in_the_bush.emmood,40:40,"But the countryman seized his fiddle, and struck up a tune, and at the first note judge, clerks, and jailer were in motion; all began capering, and no one could hold the miser.",A:N,F:H
the_miser_in_the_bush.emmood,41:41,"At the second note the hangman let his prisoner go, and danced also, and by the time he had played the first bar of the tune, all were dancing together--judge, court, and miser, and all the people who had followed to look on.",A:N,F:H
the_miser_in_the_bush.emmood,42:42,"At first the thing was merry and pleasant enough; but when it had gone on a while, and there seemed to be no end of playing or dancing, they began to cry out, and beg him to leave off; but he stopped not a whit the more for their entreaties, till the judge not only gave him his life, but promised to return him the hundred florins.",F:Sa,F:S
the_miser_in_the_bush.emmood,43:43,"Then he called to the miser, and said, ""Tell us now, you vagabond, where you got that gold, or I shall play on for your amusement only,"" ""I stole it,"" said the miser in the presence of all the people; ""I acknowledge that I stole it, and that you earned it fairly.""",A:A,A:A
the_miser_in_the_bush.emmood,44:44,"Then the countryman stopped his fiddle, and left the miser to take his place at the gallows.",A:N,A:H
114_the_cunning_little_tailor.emmood,0:0,There was once on a time a princess who was extremely proud.,N:H,N:H
114_the_cunning_little_tailor.emmood,1:1,"If a wooer came she gave him some riddle to guess, and if he could not find it out, he was sent contemptuously away.",N:D,N:D
114_the_cunning_little_tailor.emmood,2:2,"She let it be made known also that whosoever solved her riddle should marry her, let him be who he might.",N:N,N:N
114_the_cunning_little_tailor.emmood,3:3,"At length, therefore, three tailors fell in with each other, the two eldest of whom thought they had done so many dexterous bits of work successfully that they could not fail to succeed in this also; the third was a little useless land-louper, who did not even know his trade, but thought he must have some luck in this venture, for where else was it to come from?",N:N,N:N
114_the_cunning_little_tailor.emmood,4:4,"Then the two others said to him, ""Just stay at home; thou canst not do much with thy little bit of understanding.""",D:N,D:D
114_the_cunning_little_tailor.emmood,5:5,"The little tailor, however, did not let himself be discouraged, and said he had set his head to work about this for once, and he would manage well enough, and he went forth as if the whole world were his.",N:H,N:H
114_the_cunning_little_tailor.emmood,6:6,"They all three announced themselves to the princess, and said she was to propound her riddle to them, and that the right persons were now come, who had understandings so fine that they could be threaded in a needle.",N:N,N:N
114_the_cunning_little_tailor.emmood,7:7,"Then said the princess, ""I have two kinds of hair on my head, of what color is it?""",N:N,N:N
114_the_cunning_little_tailor.emmood,8:8,"""If that be all,"" said the first, ""it must be black and white, like the cloth which is called pepper and salt.""",N:N,N:N
114_the_cunning_little_tailor.emmood,9:9,"The princess said, ""Wrongly guessed; let the second answer.""",N:N,N:N
114_the_cunning_little_tailor.emmood,10:10,"Then said the second, ""If it be not black and white, then it is brown and red, like my father""s company coat.""",N:N,N:N
114_the_cunning_little_tailor.emmood,11:11,"""Wrongly guessed,"" said the princess, ""let the third give the answer, for I see very well he knows it for certain.""",N:N,N:N
114_the_cunning_little_tailor.emmood,12:12,"Then the little tailor stepped boldly forth and said, ""The princess has a silver and a golden hair on her head, and those are the two different colors.""",N:H,N:H
114_the_cunning_little_tailor.emmood,13:13,"When the princess heard that, she turned pale and nearly fell down with terror, for the little tailor had guessed her riddle, and she had firmly believed that no man on earth could discover it.",Su-:F,-:F
114_the_cunning_little_tailor.emmood,14:14,"When her courage returned she said, ""Thou hast not won me yet by that; there is still something else that thou must do.",N:N,N:N
114_the_cunning_little_tailor.emmood,15:15,"Below, in the stable is a bear with which thou shalt pass the night, and when I get up in the morning if thou art still alive, thou shalt marry me.""",N:N,N:N
114_the_cunning_little_tailor.emmood,16:16,"She expected, however, she should thus get rid of the tailor, for the bear had never yet left any one alive who had fallen into his clutches.",N:N,N:S
114_the_cunning_little_tailor.emmood,17:17,"The little tailor did not let himself be frightened away, but was quite delighted, and said, ""Boldly ventured is half won.""",H:H,H:H
114_the_cunning_little_tailor.emmood,18:18,"When therefore the evening came, our little tailor was taken down to the bear.",N:N,N:N
114_the_cunning_little_tailor.emmood,19:19,"The bear was about to set at the little fellow at once, and give him a hearty welcome with his paws: ""Softly, softly,"" said the little tailor, ""I will soon make thee quiet.""",N:A,N:A
114_the_cunning_little_tailor.emmood,20:20,"Then quite composedly, and as if he had not an anxiety in the world, he took some nuts out of his pocket, cracked them, and ate the kernels.",H:H,N:H
114_the_cunning_little_tailor.emmood,21:21,"When the bear saw that, he was seized with a desire to have some nuts too.",H:Sa,H:S
114_the_cunning_little_tailor.emmood,22:22,"The tailor felt in his pockets, and reached him a handful; they were, however, not nuts, but pebbles.",N:N,N:N
114_the_cunning_little_tailor.emmood,23:23,"The bear put them in his mouth, but could get nothing out of them, let him bite as he would.",A:N,A:N
114_the_cunning_little_tailor.emmood,24:24,"""Eh!"" thought he, ""what a stupid blockhead I am!",D:D,D:D
114_the_cunning_little_tailor.emmood,25:25,"I cannot even crack a nut!"" and then he said to the tailor, ""Here, crack me the nuts.""",D:N,D:D
114_the_cunning_little_tailor.emmood,26:26,"""There, see what a stupid fellow thou art!"" said the little tailor, ""to have such a great mouth, and not be able to crack a small nut!""",N:N,N:D
114_the_cunning_little_tailor.emmood,27:27,"Then he took the pebble and nimbly put a nut in his mouth in the place of it, and crack, it was in two!",N:N,H:N
114_the_cunning_little_tailor.emmood,28:28,"""I must try the thing again,"" said the bear; ""when I watch you, I then think I ought to be able to do it too.""",N:N,N:N
114_the_cunning_little_tailor.emmood,29:29,"So the tailor once more gave him a pebble, and the bear tried and tried to bite into it with all the strength of his body.",N:N,N:N
114_the_cunning_little_tailor.emmood,30:30,But no one will imagine that he accomplished it.,N:N,N:N
114_the_cunning_little_tailor.emmood,31:31,"When that was over, the tailor took out a violin from beneath his coat, and played a piece of it to himself.",N:N,N:N
114_the_cunning_little_tailor.emmood,32:32,"When the bear heard the music, he could not help beginning to dance, and when he had danced a while, the thing pleased him so well that he said to the little tailor, ""Hark you, is the fiddle heavy?""",H:H,H:H
114_the_cunning_little_tailor.emmood,33:33,"""Light enough for a child.",N:N,N:N
114_the_cunning_little_tailor.emmood,34:34,"Look, with the left hand I lay my fingers on it, and with the right I stroke it with the bow, and then it goes merrily, hop sa sa vivallalera!""",N:N,H:H
114_the_cunning_little_tailor.emmood,35:35,"""So,"" said the bear; ""fiddling is a thing I should like to understand too, that I might dance whenever I had a fancy.",H:N,H:N
114_the_cunning_little_tailor.emmood,36:36,What dost thou think of that?,N:N,N:N
114_the_cunning_little_tailor.emmood,37:37,"""Wilt thou give me lessons?""",N:N,N:N
114_the_cunning_little_tailor.emmood,38:38,"""With all my heart,"" said the tailor, ""if thou hast a talent for it.",H:N,H:N
114_the_cunning_little_tailor.emmood,39:39,"But just let me see thy claws, they are terribly long, I must cut thy nails a little.""",N:N,N:N
114_the_cunning_little_tailor.emmood,40:40,"Then a vise was brought, and the bear put his claws in it, and the little tailor screwed it tight, and said, ""Now wait until I come with the scissors,"" and he let the bear growl as he liked, and lay down in the corner on a bundle of straw, and fell asleep.",A:A,A:A
114_the_cunning_little_tailor.emmood,41:41,"When the princess heard the bear growling so fiercely during the night, she believed nothing else but that he was growling for joy, and had made an end of the tailor.",N:N,N:N
114_the_cunning_little_tailor.emmood,42:42,"In the morning she arose careless and happy, but when she peeped into the stable, the tailor stood gaily before her, and was as healthy as a fish in water.",Su-:H,-:H
114_the_cunning_little_tailor.emmood,43:43,"Now she could not say another word against the wedding because she had given a promise before every one, and the King ordered a carriage to be brought in which she was to drive to church with the tailor, and there she was to be married.",N:N,N:H
114_the_cunning_little_tailor.emmood,44:44,"When they had got into the carriage, the two other tailors, who had false hearts and envied him his good fortune, went into the stable and unscrewed the bear again.",N:A,N:A
114_the_cunning_little_tailor.emmood,45:45,The bear in great fury ran after the carriage.,A:A,A:A
114_the_cunning_little_tailor.emmood,46:46,"The princess heard him snorting and growling; she was terrified, and she cried, ""Ah, the bear is behind us and wants to get thee!""",F:F,F:F
114_the_cunning_little_tailor.emmood,47:47,"The tailor was quick and stood on his head, stuck his legs out of the window, and cried, ""Dost thou see the vise?",N:N,N:N
114_the_cunning_little_tailor.emmood,48:48,"If thou dost not be off thou shalt be put into it again.""",N:N,N:N
114_the_cunning_little_tailor.emmood,49:49,"When the bear saw that, he turned round and ran away.",F:N,F:F
114_the_cunning_little_tailor.emmood,50:50,"The tailor drove quietly to church, and the princess was married to him at once, and he lived with her as happy as a woodlark.",H:H,H:H
114_the_cunning_little_tailor.emmood,51:51,"Whosoever does not believe this, must pay a thaler.",N:N,N:N
the_little_peasant.emmood,0:0,"There was a certain village wherein no one lived but really rich peasants, and just one poor one, whom they called the little peasant.",N:N,N:N
the_little_peasant.emmood,1:1,"He had not even so much as a cow, and still less money to buy one, and yet he and his wife did so wish to have one.",Sa:N,N:N
the_little_peasant.emmood,2:2,"One day he said to her: ""Listen, I have a good idea, there is our gossip the carpenter, he shall make us a wooden calf, and paint it brown, so that it looks like any other, and in time it will certainly get big and be a cow."" the woman also liked the idea, and their gossip the carpenter cut and planed the calf, and painted it as it ought to be, and made it with its head hanging down as if it were eating.",N:N,N:N
the_little_peasant.emmood,3:3,"Next morning when the cows were being driven out, the little peasant called the cow-herd in and said: ""Look, I have a little calf there, but it is still small and has to be carried.""",N:N,N:N
the_little_peasant.emmood,4:4,"The cow-herd said: ""All right,"" and took it in his arms and carried it to the pasture, and set it among the grass.",N:N,N:N
the_little_peasant.emmood,5:5,"The little calf always remained standing like one which was eating, and the cow-herd said: ""It will soon run by itself, just look how it eats already!""",H:N,H:N
the_little_peasant.emmood,6:6,"At night when he was going to drive the herd home again, he said to the calf: ""If you can stand there and eat your fill, you can also go on your four legs; I don""t care to drag you home again in my arms.""",A:N,N:N
the_little_peasant.emmood,7:7,"But the little peasant stood at his door, and waited for his little calf, and when the cow-herd drove the cows through the village, and the calf was missing, he inquired where it was.",F:N,F:N
the_little_peasant.emmood,8:8,"The cow-herd answered: ""It is still standing out there eating.",N:N,F:N
the_little_peasant.emmood,9:9,"It would not stop and come with us.""",A:N,F:N
the_little_peasant.emmood,10:10,"But the little peasant said: ""Oh, but I must have my beast back again.""",F:N,F:N
the_little_peasant.emmood,11:11,"Then they went back to the meadow together, but someone had stolen the calf, and it was gone.",F:N,F:N
the_little_peasant.emmood,12:12,"The cow-herd said: ""It must have run away.""",F:N,F:N
the_little_peasant.emmood,13:13,"The peasant, however, said: ""Don""t tell me that,"" and led the cow-herd before the mayor, who for his carelessness condemned him to give the peasant a cow for the calf which had run away.",A:A,F:A
the_little_peasant.emmood,14:14,"And now the little peasant and his wife had the cow for which they had so long wished, and they were heartily glad, but they had no food for it, and could give it nothing to eat, so it soon had to be killed.",Sa:H,S:S
the_little_peasant.emmood,15:15,"They salted the flesh, and the peasant went into the town and wanted to sell the skin there, so that he might buy a new calf with the proceeds.",Sa:N,S:N
the_little_peasant.emmood,16:16,"On the way he passed by a mill, and there sat a raven with broken wings, and out of pity he took him and wrapped him in the skin.",Sa:N,S:N
the_little_peasant.emmood,17:17,"But as the weather grew so bad and there was a storm of rain and wind, he could go no farther, and turned back to the mill and begged for shelter.",F:N,F:S
the_little_peasant.emmood,18:18,"The miller""s wife was alone in the house, and said to the peasant: ""Lay yourself on the straw there,"" and gave him a slice of bread and cheese.",N:N,F:N
the_little_peasant.emmood,19:19,"The peasant ate it, and lay down with his skin beside him, and the woman thought: ""He is tired and has gone to sleep.""",N:N,F:N
the_little_peasant.emmood,20:20,"In the meantime came the parson; the miller""s wife received him well, and said: ""My husband is out, so we will have a feast.""",H:N,F:N
the_little_peasant.emmood,21:21,"The peasant listened, and when he heard them talk about feasting he was vexed that he had been forced to make shift with a slice of bread and cheese.",A:A,A:N
the_little_peasant.emmood,22:22,"Then the woman served up four different things, roast meat, salad, cakes, and wine.",N:N,A:N
the_little_peasant.emmood,23:23,"Just as they were about to sit down and eat, there was a knocking outside.",Su+:N,A:N
the_little_peasant.emmood,24:24,"The woman said: ""Oh, heavens!",Su-:F,A:F
the_little_peasant.emmood,25:25,"It is my husband!"" she quickly hid the roast meat inside the tiled stove, the wine under the pillow, the salad on the bed, the cakes under it, and the parson in the closet on the porch.",Su-:N,F:F
the_little_peasant.emmood,26:26,"Then she opened the door for her husband, and said: ""Thank heaven, you are back again!",F:F,F:F
the_little_peasant.emmood,27:27,"There is such a storm, it looks as if the world were coming to an end.""",F:N,F:F
the_little_peasant.emmood,28:28,"The miller saw the peasant lying on the straw, and asked, ""What is that fellow doing there?""",Su-:A,F:A
the_little_peasant.emmood,29:29,"""Ah,"" said the wife, ""the poor knave came in the storm and rain, and begged for shelter, so I gave him a bit of bread and cheese, and showed him where the straw was.""",Sa:N,F:N
the_little_peasant.emmood,30:30,"The man said: ""I have no objection, but be quick and get me something to eat.""",N:N,F:N
the_little_peasant.emmood,31:31,"The woman said: ""But I have nothing but bread and cheese.""",A:N,F:N
the_little_peasant.emmood,32:32,"""I am contented with anything,"" replied the husband, ""so far as I am concerned, bread and cheese will do,"" and looked at the peasant and said: ""Come and eat some more with me.""",H:N,N:N
the_little_peasant.emmood,33:33,"The peasant did not require to be invited twice, but got up and ate.",H:N,N:N
the_little_peasant.emmood,34:34,"After this the miller saw the skin in which the raven was, lying on the ground, and asked: ""What have you there?""",Su+:N,N:N
the_little_peasant.emmood,35:35,"The peasant answered: ""I have a soothsayer inside it.""",N:N,N:N
the_little_peasant.emmood,36:36,"""Can he foretell anything to me?"" said the miller.",Su+:N,N:N
the_little_peasant.emmood,37:37,"""Why not?"" answered the peasant: ""but he only says four things, and the fifth he keeps to himself.""",Su+:N,+:N
the_little_peasant.emmood,38:38,"The miller was curious, and said: ""Let him foretell something for once.""",Su+:N,+:N
the_little_peasant.emmood,39:39,"Then the peasant pinched the raven""s head, so that he croaked and made a noise like krr, krr.",N:N,+:N
the_little_peasant.emmood,40:40,"The miller said: ""What did he say?""",Su+:N,+:N
the_little_peasant.emmood,41:41,"The peasant answered: ""In the first place, he says that there is some wine hidden under the pillow.""",N:N,+:N
the_little_peasant.emmood,42:42,"""Bless me!"" cried the miller, and went there and found the wine.",Su+:Su+,+:+
the_little_peasant.emmood,43:43,"""Now go on,"" said he.",Su+:N,+:+
the_little_peasant.emmood,44:44,"The peasant made the raven croak again, and said: ""In the second place, he says that there is some roast meat in the tiled stove.""",N:N,+:+
the_little_peasant.emmood,45:45,"""Upon my word!"" cried the miller, and went thither, and found the roast meat.",Su+:Su+,+:+
the_little_peasant.emmood,46:46,"The peasant made the raven prophesy still more, and said: ""Thirdly, he says that there is some salad on the bed.""",N:N,+:N
the_little_peasant.emmood,47:47,"""That would be a fine thing!"" cried the miller, and went there and found the salad.",Su+:Su-,+:+
the_little_peasant.emmood,48:48,"At last the peasant pinched the raven once more till he croaked, and said: ""Fourthly, he says that there are some cakes under the bed.""",N:N,+:N
the_little_peasant.emmood,49:49,"""That would be a fine thing!"" cried the miller, and looked there, and found the cakes.",Su+:Su+,+:+
the_little_peasant.emmood,50:50,"And now the two sat down to the table together, but the miller""s wife was frightened to death, and went to bed and took all the keys with her.",F:F,F:F
the_little_peasant.emmood,51:51,"The miller would have liked much to know the fifth, but the little peasant said: ""First, we will quickly eat the four things, for the fifth is something bad.""",F:N,F:N
the_little_peasant.emmood,52:52,"So they ate, and after that they bargained how much the miller was to give for the fifth prophecy, until they agreed on three hundred talers.",N:N,F:N
the_little_peasant.emmood,53:53,"Then the peasant once more pinched the raven""s head till he croaked loudly.",N:N,F:N
the_little_peasant.emmood,54:54,"The miller asked: ""What did he say?""",F:N,F:N
the_little_peasant.emmood,55:55,"The peasant replied: ""He says that the Devil is hiding outside there in the closet on the porch.""",F:N,F:N
the_little_peasant.emmood,56:56,"The miller said: ""The Devil must go out,"" and opened the house-door; then the woman was forced to give up the keys, and the peasant unlocked the closet.",F:N,F:A
the_little_peasant.emmood,57:57,"The parson ran out as fast as he could, and the miller said: ""It was true; I saw the black rascal with my own eyes.""",F:Su+,F:+
the_little_peasant.emmood,58:58,"The peasant, however, made off next morning by daybreak with the three hundred talers.",H:N,H:N
the_little_peasant.emmood,59:59,"At home the small peasant gradually launched out; he built a beautiful house, and the peasants said: ""The small peasant has certainly been to the place where golden snow falls, and people carry the gold home in shovels.""",H:N,H:N
the_little_peasant.emmood,60:60,"Then the small peasant was brought before the mayor, and bidden to say from whence his wealth came.",F:N,H:N
the_little_peasant.emmood,61:61,"He answered: ""I sold my cow""s skin in the town, for three hundred talers.""",N:N,H:N
the_little_peasant.emmood,62:62,"When the peasants heard that, they too wished to enjoy this great profit, and ran home, killed all their cows, and stripped off their skins in order to sell them in the town to the greatest advantage.",Su+:N,H:-
the_little_peasant.emmood,63:63,"The mayor, however, said: ""But my servant must go first.""",A:N,H:N
the_little_peasant.emmood,64:64,"When she came to the merchant in the town, he did not give her more than two talers for a skin, and when the others came, he did not give them so much, and said: ""What can I do with all these skins?""",A:N,F:N
the_little_peasant.emmood,65:65,"Then the peasants were vexed that the small peasant should have thus outwitted them, wanted to take vengeance on him, and accused him of this treachery before the major.",A:A,F:A
the_little_peasant.emmood,66:66,"The innocent little peasant was unanimously sentenced to death, and was to be rolled into the water, in a barrel pierced full of holes.",F:N,F:A
the_little_peasant.emmood,67:67,"He was led forth, and a priest was brought who was to say a mass for his soul.",F:N,F:A
the_little_peasant.emmood,68:68,"The others were all obliged to retire to a distance, and when the peasant looked at the priest, he recognized the man who had been with the miller""s wife.",Su+:N,F:N
the_little_peasant.emmood,69:69,"He said to him: ""I set you free from the closet, set me free from the barrel.""",F:N,F:+
the_little_peasant.emmood,70:70,"At this same moment up came, with a flock of sheep, the very shepherd whom the peasant knew had long been wishing to be mayor, so he cried with all his might: ""No, I will not do it; if the whole world insists on it, I will not do it!""",F:Su+,F:+
the_little_peasant.emmood,71:71,"The shepherd hearing that, came up to him, and asked: ""What are you about?",Su-:N,F:N
the_little_peasant.emmood,72:72,"What is it that you will not do?""",Su-:N,F:N
the_little_peasant.emmood,73:73,"The peasant said: ""They want to make me mayor, if I will but put myself in the barrel, but I will not do it.""",F:N,F:N
the_little_peasant.emmood,74:74,"The shepherd said: ""If nothing more than that is needful in order to be mayor, I would get into the barrel at once.""",Su+:N,F:N
the_little_peasant.emmood,75:75,"The peasant said: ""If you will get in, you will be mayor.""",F:N,F:N
the_little_peasant.emmood,76:76,"The shepherd was willing, and got in, and the peasant shut the top down on him; then he took the shepherd""s flock for himself, and drove it away.",H:N,F:-
the_little_peasant.emmood,77:77,"The parson went to the crowd, and declared that the mass had been said.",N:N,F:N
the_little_peasant.emmood,78:78,Then they came and rolled the barrel towards the water.,N:N,F:N
the_little_peasant.emmood,79:79,"When the barrel began to roll, the shepherd cried: ""I am quite willing to be mayor.""",F:N,F:N
the_little_peasant.emmood,80:80,"They believed no otherwise than that it was the peasant who was saying this, and answered: ""That is what we intend, but first you shall look about you a little down below there,"" and they rolled the barrel down into the water.",H:N,F:N
the_little_peasant.emmood,81:81,"After that the peasants went home, and as they were entering the village, the small peasant also came quietly in, driving a flock of sheep and looking quite contented.",H:H,F:H
the_little_peasant.emmood,82:82,"Then the peasants were astonished, and said: ""Peasant, from whence do you come?",Su-:Su-,F:+
the_little_peasant.emmood,83:83,"Have you come out of the water?""",Su-:N,F:+
the_little_peasant.emmood,84:84,"""Yes, truly,"" replied the peasant, ""I sank deep, deep down, until at last I got to the bottom; I pushed the bottom out of the barrel, and crept out, and there were pretty meadows on which a number of lambs were feeding, and from thence I brought this flock away with me.""",H:N,H:N
the_little_peasant.emmood,85:85,"Said the peasants: ""Are there any more there?""",Su+:N,H:N
the_little_peasant.emmood,86:86,"""Oh, yes,"" said he, ""more than I could want.""",H:N,H:N
the_little_peasant.emmood,87:87,"Then the peasants made up their minds that they too would fetch some sheep for themselves, a flock apiece, but the mayor said: ""I come first.""",H:N,H:N
the_little_peasant.emmood,88:88,"So they went to the water together, and just then there were some of the small fleecy clouds in the blue sky, which are called little lambs, and they were reflected in the water, whereupon the peasants cried: ""We already see the sheep down below!""",Su+:Su+,H:+
the_little_peasant.emmood,89:89,"The mayor pressed forward and said: ""I will go down first, and look about me, and if things promise well I""ll call you.""",Su+:N,H:N
the_little_peasant.emmood,90:90,"So he jumped in; splash! went the water; it sounded as if he were calling them, and the whole crowd plunged in after him as one man.",H:N,H:-
the_little_peasant.emmood,91:91,"Then the entire village was dead, and the small peasant, as sole heir, became a rich man.",H:N,H:H
49_the_six_swans.emmood,0:0,"Once upon a time, a certain King was hunting in a great forest, and he chased a wild beast so eagerly that none of his attendants could follow him.",N:N,N:N
49_the_six_swans.emmood,1:1,"When evening drew near he stopped and looked around him, and then he saw that he had lost his way.",N:N,N:N
49_the_six_swans.emmood,2:2,"He sought a way out, but could find none.",N:N,N:N
49_the_six_swans.emmood,3:3,"Then he perceived an aged woman with a head which nodded perpetually, who came towards him, but she was a witch.",N:N,N:-
49_the_six_swans.emmood,4:4,"""Good woman,"" said he to her, ""Can you not show me the way through the forest?""",N:N,N:N
49_the_six_swans.emmood,5:5,"""Oh, yes, Lord King,"" she answered, ""that I certainly can, but on one condition, and if you do not fulfil that, you will never get out of the forest, and will die of hunger in it.""",N:N,N:-
49_the_six_swans.emmood,6:6,"""What kind of condition is it?"" asked the King.",F:N,F:N
49_the_six_swans.emmood,7:7,"""I have a daughter,"" said the old woman, ""who is as beautiful as any one in the world, and well deserves to be your consort, and if you will make her your Queen, I will show you the way out of the forest.""",N:N,N:N
49_the_six_swans.emmood,8:8,"In the anguish of his heart the King consented, and the old woman led him to her little hut, where her daughter was sitting by the fire.",Sa:N,S:N
49_the_six_swans.emmood,9:9,"She received the King as if she had been expecting him, and he saw that she was very beautiful, but still she did not please him, and he could not look at her without secret horror.",D:F,D:F
49_the_six_swans.emmood,10:10,"After he had taken the maiden up on his horse, the old woman showed him the way, and the King reached his royal palace again, where the wedding was celebrated.",N:N,N:N
49_the_six_swans.emmood,11:11,"The King had already been married once, and had by his first wife, seven children, six boys and a girl, whom he loved better than anything else in the world.",N:N,N:H
49_the_six_swans.emmood,12:12,"As he now feared that the step-mother might not treat them well, and even do them some injury, he took them to a lonely castle which stood in the midst of a forest.",F:F,F:F
